emp_no,first_name,last_name,gender,hire_date,salary,title,from_date,to_date
211430,Udo,Gyimothy,M,1986-11-13,93749,Staff,1996-06-16,9999-01-01
20039,Udo,Harbusch,F,1987-09-19,60465,Senior Staff,1996-03-11,9999-01-01
450670,Udo,Haumacher,M,1988-10-30,43280,Engineer,1996-10-29,9999-01-01
424467,Udo,Hockney,M,1987-06-15,77643,Senior Staff,1995-08-20,9999-01-01
71674,Udo,Huxford,M,1987-12-24,40000,Senior Engineer,1992-12-23,9999-01-01
463327,Udo,Keirsey,M,1986-07-04,40000,Senior Engineer,1991-07-04,9999-01-01
401139,Udo,Masada,M,1987-07-31,77981,Senior Staff,1993-07-30,9999-01-01
69020,Udo,Masaki,F,1988-01-11,49799,Senior Engineer,1994-01-18,9999-01-01
245927,Udo,Orlowski,F,1985-09-28,41793,Senior Engineer,1993-09-28,9999-01-01
459365,Udo,Preusig,M,1987-07-04,40000,Senior Engineer,1992-07-03,9999-01-01
406422,Udo,Rikino,M,1987-05-15,57565,Senior Staff,1997-11-26,9999-01-01
78784,Udo,Speek,F,1986-10-15,40000,Senior Engineer,1995-05-28,9999-01-01
279201,Udo,Stiles,M,1985-06-04,40000,Senior Engineer,1996-03-22,9999-01-01
462111,Udo,Sudbeck,M,1985-08-05,40000,Senior Engineer,1992-08-05,9999-01-01
499782,Udo,Trystram,M,1988-11-16,40000,Senior Engineer,1998-09-02,9999-01-01
84025,Ugo,Ariola,M,1987-01-20,40000,Technique Leader,1987-01-20,9999-01-01
488682,Ugo,Badache,M,1987-12-08,56702,Senior Engineer,1995-12-08,9999-01-01
50995,Ugo,Bala,M,1988-04-01,66888,Senior Staff,1995-04-02,9999-01-01
103939,Ugo,Begiun,M,1987-05-16,74770,Senior Engineer,1997-05-15,9999-01-01
52986,Ugo,Beznosov,F,1988-11-08,70532,Senior Staff,1995-11-09,9999-01-01
238531,Ugo,Birdsall,M,1987-05-12,48884,Senior Engineer,1987-05-12,9999-01-01
454132,Ugo,Boreale,F,1988-12-08,42148,Senior Engineer,1990-04-17,9999-01-01
445035,Ugo,Brodal,F,1985-11-06,68414,Senior Engineer,1999-04-07,9999-01-01
255997,Ugo,Cincotta,F,1988-01-22,40000,Engineer,1999-01-02,9999-01-01
228895,Ugo,Fontan,F,1988-01-02,58478,Staff,1999-07-09,9999-01-01
452399,Ugo,Furudate,M,1988-07-19,58736,Senior Engineer,1990-08-23,9999-01-01
484361,Ugo,Hempstead,F,1985-07-20,49609,Senior Staff,1985-07-20,9999-01-01
99007,Ugo,Ibel,M,1988-05-29,40000,Senior Staff,1994-05-29,9999-01-01
461912,Ugo,Kowalchuk,M,1985-12-15,64416,Senior Staff,1989-12-07,9999-01-01
82591,Ugo,Lampe,M,1987-08-08,40627,Senior Engineer,1993-08-07,9999-01-01
406436,Ugo,Leonhardt,M,1985-12-15,40000,Engineer,1998-12-08,9999-01-01
236190,Ugo,Lichtner,M,1986-10-03,49175,Senior Engineer,1998-10-02,9999-01-01
108770,Ugo,Onuegbe,M,1987-10-16,46874,Senior Engineer,1993-10-15,9999-01-01
265137,Ugo,Panangaden,M,1987-08-05,40000,Senior Staff,1995-08-05,9999-01-01
267300,Ugo,Panienski,M,1987-05-27,54400,Senior Engineer,1995-05-27,9999-01-01
257957,Ugo,Pramanik,F,1985-06-15,40000,Senior Engineer,1992-06-15,9999-01-01
433759,Ugo,Preusig,M,1987-09-12,91298,Staff,1998-11-27,9999-01-01
232921,Ugo,Ravishankar,M,1988-09-15,58012,Senior Staff,1996-09-15,9999-01-01
499347,Ugo,Schwartzbauer,F,1988-09-08,75444,Senior Staff,1994-09-08,9999-01-01
249117,Ugo,Silva,M,1988-12-25,67615,Technique Leader,1988-12-25,9999-01-01
454891,Ugo,Simmen,M,1987-08-04,68388,Senior Staff,1992-08-03,9999-01-01
480797,Ugo,Siprelle,M,1987-06-24,40000,Senior Staff,1996-07-24,9999-01-01
31783,Ugo,Thambidurai,M,1985-05-31,40000,Senior Engineer,1998-05-08,9999-01-01
493872,Ugo,Tsukuda,M,1985-05-22,40000,Senior Staff,1986-04-17,9999-01-01
103575,Ugo,Verhaegen,M,1987-04-15,60804,Senior Staff,1999-02-25,9999-01-01
38847,Ugo,Waterhouse,F,1987-01-31,63542,Senior Engineer,1994-01-31,9999-01-01
57246,Uinam,Bamford,F,1987-05-13,45547,Senior Staff,1998-03-05,9999-01-01
21555,Uinam,Biron,F,1986-08-19,40000,Senior Engineer,1993-08-31,9999-01-01
445137,Uinam,Burnard,M,1987-06-13,52958,Senior Engineer,1996-06-12,9999-01-01
491949,Uinam,Compeau,M,1985-03-08,41570,Senior Engineer,1997-01-23,9999-01-01
420362,Uinam,Cooley,F,1987-08-15,72603,Senior Staff,1993-08-14,9999-01-01
287356,Uinam,Delgrossi,M,1986-06-06,44198,Senior Engineer,1998-11-20,9999-01-01
417807,Uinam,Doering,M,1985-06-03,68363,Senior Staff,1992-06-03,9999-01-01
35182,Uinam,Eldridge,M,1985-03-07,57876,Senior Engineer,2001-01-30,9999-01-01
289134,Uinam,Engberts,M,1988-03-08,42471,Engineer,1998-02-11,9999-01-01
221649,Uinam,Fiebach,M,1986-06-13,85683,Senior Staff,1997-08-06,9999-01-01
469319,Uinam,Foote,F,1988-06-03,40000,Senior Engineer,1991-09-22,9999-01-01
76521,Uinam,Fritzsche,M,1987-03-25,40000,Engineer,1999-08-24,9999-01-01
63934,Uinam,Hedayat,F,1987-06-01,51743,Senior Staff,1996-10-13,9999-01-01
56528,Uinam,Heijenga,M,1985-07-20,62383,Senior Engineer,1991-07-20,9999-01-01
258102,Uinam,Ibel,M,1988-08-22,62600,Senior Engineer,1993-08-22,9999-01-01
258678,Uinam,Iisaka,F,1987-04-10,53896,Senior Engineer,1997-03-01,9999-01-01
296775,Uinam,Itschner,M,1988-05-08,40000,Staff,2000-01-31,9999-01-01
13493,Uinam,Jullig,F,1987-09-07,40000,Senior Engineer,1992-09-06,9999-01-01
27730,Uinam,Perng,F,1987-07-29,58624,Senior Engineer,1995-02-02,9999-01-01
206804,Uinam,Pokrovskii,F,1987-01-20,58123,Senior Engineer,1996-12-29,9999-01-01
254454,Uinam,Ponthieu,F,1986-12-05,69829,Senior Staff,1986-12-05,9999-01-01
486522,Uinam,Rahimi,M,1988-11-09,40000,Senior Engineer,1988-11-09,9999-01-01
454598,Uinam,Ramsay,F,1988-06-05,58583,Senior Staff,1998-05-31,9999-01-01
104054,Uinam,Rothe,F,1985-05-01,51886,Senior Engineer,1985-05-01,9999-01-01
21751,Uinam,Savasere,M,1985-05-13,40000,Technique Leader,1993-08-26,9999-01-01
247427,Uinam,Schaaf,F,1987-07-28,55784,Senior Engineer,2000-07-13,9999-01-01
426342,Uinam,Siepmann,M,1985-03-13,63344,Senior Engineer,1994-03-13,9999-01-01
232328,Uinam,Stanger,F,1987-02-15,40000,Senior Engineer,1987-02-15,9999-01-01
215016,Uinam,Sullins,M,1987-06-03,40000,Senior Engineer,1999-10-17,9999-01-01
225253,Uinam,Swiss,M,1987-07-29,73217,Senior Engineer,1992-07-28,9999-01-01
288896,Uinam,Uludag,F,1987-08-15,44197,Senior Engineer,2002-03-08,9999-01-01
275767,Uinam,Varker,F,1988-03-07,67739,Senior Staff,1988-03-07,9999-01-01
233602,Ulf,Aloia,M,1985-04-30,59483,Senior Staff,1991-04-30,9999-01-01
32626,Ulf,Ambroszkiewicz,M,1985-06-18,57195,Senior Engineer,1996-06-13,9999-01-01
480823,Ulf,Baig,M,1988-11-30,53446,Senior Engineer,2002-02-01,9999-01-01
11515,Ulf,Basawa,F,1986-02-27,70182,Staff,1998-09-21,9999-01-01
203493,Ulf,Camarinopoulos,F,1985-02-09,40000,Senior Engineer,1992-01-03,9999-01-01
214491,Ulf,Cromarty,M,1985-09-05,67347,Senior Engineer,1998-03-23,9999-01-01
263577,Ulf,Cullers,F,1986-04-16,46240,Senior Staff,1993-01-08,9999-01-01
276258,Ulf,Denis,M,1986-03-01,59309,Senior Staff,1991-03-01,9999-01-01
482980,Ulf,Domenig,F,1985-09-03,40000,Senior Engineer,1985-09-03,9999-01-01
50736,Ulf,Douceur,M,1986-04-21,40000,Technique Leader,1986-04-21,9999-01-01
75390,Ulf,Gewali,F,1987-07-24,40000,Senior Staff,1992-07-23,9999-01-01
28687,Ulf,Ghazalie,F,1987-05-01,78825,Senior Staff,1996-10-22,9999-01-01
416690,Ulf,Mahmud,F,1988-07-10,80568,Senior Staff,2002-07-05,9999-01-01
475946,Ulf,Marsiglia,M,1987-03-05,54582,Senior Engineer,1999-03-04,9999-01-01
52396,Ulf,Paludetto,M,1986-09-21,57947,Senior Staff,1996-02-13,9999-01-01
290440,Ulf,Rossi,F,1987-06-23,59093,Engineer,1996-06-22,9999-01-01
434391,Ulf,Schahn,M,1986-05-09,52690,Senior Engineer,1986-05-09,9999-01-01
416819,Ulf,Slutz,F,1987-06-18,55045,Senior Engineer,1992-06-17,9999-01-01
448478,Ulf,Stanger,F,1988-02-18,50368,Engineer,1999-08-08,9999-01-01
259613,Ulf,Vesel,F,1987-06-26,65554,Senior Engineer,2001-06-26,9999-01-01
45977,Ulf,Wiegley,M,1986-03-23,44570,Senior Staff,2002-06-28,9999-01-01
239939,Uli,Bazelow,F,1988-06-18,65164,Technique Leader,1988-06-18,9999-01-01
288540,Uli,Camarinopoulos,M,1986-08-03,40000,Senior Engineer,1992-08-02,9999-01-01
64090,Uli,Gecseg,M,1985-09-17,57737,Senior Engineer,1992-09-17,9999-01-01
109775,Uli,Gill,M,1986-05-05,40000,Senior Staff,1997-04-23,9999-01-01
274463,Uli,Glowinski,M,1986-05-17,40000,Senior Engineer,2002-05-17,9999-01-01
487869,Uli,Guenter,F,1987-03-30,62283,Senior Staff,2000-10-08,9999-01-01
109167,Uli,Harllee,F,1987-01-16,40000,Senior Staff,2002-07-27,9999-01-01
427122,Uli,Ladret,F,1988-01-21,54178,Staff,1998-10-26,9999-01-01
284204,Uli,Lienhardt,M,1986-11-04,58417,Senior Staff,1997-04-04,9999-01-01
469383,Uli,Malinowski,M,1987-10-18,42819,Engineer,1999-05-30,9999-01-01
272094,Uli,Mamelak,M,1988-05-25,71222,Senior Staff,1995-05-26,9999-01-01
256702,Uli,Murrill,F,1987-11-22,40000,Senior Staff,1992-11-21,9999-01-01
254069,Uli,Nishimukai,M,1986-02-20,67748,Senior Engineer,2001-06-18,9999-01-01
207323,Uli,Pehl,M,1986-10-31,45423,Senior Engineer,1988-08-11,9999-01-01
277274,Uli,Peternell,M,1985-09-07,43916,Senior Staff,1991-09-07,9999-01-01
210590,Uli,Plavsic,M,1986-01-25,40000,Senior Engineer,1992-09-07,9999-01-01
89318,Uli,Plump,F,1988-08-03,48549,Senior Staff,1998-09-12,9999-01-01
36660,Uli,Potthoff,M,1985-04-28,40000,Senior Staff,1990-04-28,9999-01-01
106670,Uli,Provine,M,1987-02-15,53246,Senior Staff,1996-10-20,9999-01-01
204571,Uli,Raczkowsky,F,1987-02-23,40000,Senior Engineer,1987-02-23,9999-01-01
279287,Uli,Ranum,M,1986-02-26,40000,Senior Staff,2001-08-14,9999-01-01
232880,Uli,Reutenauer,M,1986-12-21,40000,Senior Staff,1997-04-21,9999-01-01
431292,Uli,Schaaf,M,1988-12-25,87451,Staff,1999-08-07,9999-01-01
251149,Uli,Serra,F,1987-10-03,40954,Senior Engineer,1987-10-03,9999-01-01
100933,Uli,Taneja,F,1986-03-27,74993,Senior Staff,1993-03-27,9999-01-01
22617,Uli,Tibblin,F,1985-04-17,40000,Senior Engineer,1995-08-07,9999-01-01
285789,Uli,Welham,M,1986-05-11,75992,Senior Staff,1995-05-11,9999-01-01
416128,Uli,Wrigley,M,1987-04-01,40000,Senior Engineer,1987-04-01,9999-01-01
490149,Uli,Zhang,F,1988-02-15,73163,Senior Engineer,1996-11-25,9999-01-01
474168,Ulises,Bala,M,1985-05-03,40000,Senior Staff,1999-09-05,9999-01-01
264019,Ulises,Barreiro,F,1986-01-24,71030,Senior Staff,1996-05-08,9999-01-01
218583,Ulises,Baumann,M,1986-10-22,40000,Senior Staff,1986-10-22,9999-01-01
286526,Ulises,Dengi,F,1988-12-10,51843,Senior Engineer,2001-08-22,9999-01-01
447164,Ulises,Deverell,M,1985-06-04,43424,Senior Engineer,1990-06-04,9999-01-01
92093,Ulises,Diderrich,M,1986-02-28,72076,Senior Engineer,1993-02-28,9999-01-01
481857,Ulises,Ecklund,F,1986-11-19,88307,Senior Staff,1990-09-16,9999-01-01
230621,Ulises,Erol,M,1988-03-19,51756,Senior Engineer,2000-10-29,9999-01-01
412547,Ulises,Facello,M,1986-05-14,81594,Senior Engineer,1994-05-14,9999-01-01
450893,Ulises,Gerlach,F,1985-08-31,76691,Senior Staff,1994-11-04,9999-01-01
406767,Ulises,Grabner,M,1988-01-01,40000,Senior Engineer,1996-01-01,9999-01-01
31005,Ulises,Gustavson,F,1985-10-12,60742,Senior Engineer,1997-08-12,9999-01-01
434250,Ulises,Jansch,M,1985-12-24,61249,Senior Staff,1986-10-16,9999-01-01
271493,Ulises,Jullig,M,1987-12-27,40000,Senior Engineer,1995-12-27,9999-01-01
13992,Ulises,Kenevan,M,1988-07-27,81318,Senior Staff,1994-07-27,9999-01-01
43040,Ulises,Nittel,M,1987-07-11,69716,Senior Staff,1998-10-24,9999-01-01
108181,Ulises,Passino,M,1985-05-28,54917,Senior Engineer,2000-03-30,9999-01-01
51681,Ulises,Petereit,M,1985-06-14,40000,Senior Staff,1993-06-14,9999-01-01
72741,Ulises,Range,M,1988-09-01,46867,Staff,1997-05-18,9999-01-01
216619,Ulises,Reistad,M,1987-04-26,60810,Staff,1997-12-01,9999-01-01
221065,Ulises,Remmers,F,1987-02-25,44918,Senior Staff,1996-02-25,9999-01-01
81751,Ulises,Salinas,F,1987-07-23,40000,Staff,1997-01-01,9999-01-01
282204,Ulises,Schneeberger,F,1988-09-27,76104,Senior Staff,1993-09-27,9999-01-01
294439,Ulises,Serot,M,1986-09-10,40000,Staff,1997-09-28,9999-01-01
227925,Ulises,Sgarro,M,1986-09-11,40000,Senior Staff,1993-09-11,9999-01-01
405175,Ulises,Smeets,F,1986-08-04,85806,Staff,1998-03-23,9999-01-01
203131,Ulises,Suwa,M,1988-04-19,78174,Senior Staff,1994-04-19,9999-01-01
218522,Ulises,Verhaegen,F,1987-04-24,44277,Senior Staff,2002-03-14,9999-01-01
475051,Ulises,Vitiello,F,1988-10-20,58191,Senior Engineer,1995-10-21,9999-01-01
488275,Ulises,Woycyznski,M,1988-08-15,76227,Senior Staff,1989-08-16,9999-01-01
288716,Ulises,Xiaoshan,M,1987-03-15,56082,Senior Staff,1987-09-03,9999-01-01
251608,Ult,Baby,F,1986-04-16,62298,Technique Leader,1993-01-03,9999-01-01
70164,Ult,Bergere,F,1985-05-22,52833,Senior Engineer,2002-05-20,9999-01-01
220671,Ult,Birta,F,1985-02-16,52184,Senior Engineer,1985-02-16,9999-01-01
477065,Ult,Brickell,F,1987-11-18,40000,Senior Engineer,1995-10-14,9999-01-01
207263,Ult,Czaja,M,1988-02-26,69619,Senior Staff,1994-02-25,9999-01-01
283225,Ult,Duclos,M,1987-06-05,93501,Staff,2000-01-21,9999-01-01
433166,Ult,Fabrizio,F,1988-09-03,40000,Senior Engineer,1993-09-03,9999-01-01
38517,Ult,Farrow,F,1987-01-10,40000,Technique Leader,1994-02-05,9999-01-01
73499,Ult,Ferriere,F,1986-07-28,67659,Senior Staff,2000-10-25,9999-01-01
63525,Ult,Ginneken,F,1988-02-01,45904,Senior Engineer,1995-01-05,9999-01-01
54868,Ult,Highland,M,1988-05-13,40000,Senior Engineer,1995-01-04,9999-01-01
474194,Ult,Iisaka,M,1985-06-16,46451,Senior Engineer,2002-06-22,9999-01-01
284589,Ult,Kaiserswerth,M,1986-02-12,40000,Senior Staff,1993-02-12,9999-01-01
411155,Ult,Kavanagh,F,1988-04-16,40000,Senior Engineer,1996-11-25,9999-01-01
286697,Ult,Melter,F,1988-02-16,86833,Senior Staff,1996-02-16,9999-01-01
89669,Ult,Miake,F,1986-06-13,40000,Technique Leader,1986-06-13,9999-01-01
286467,Ult,Molberg,M,1988-06-21,77162,Senior Staff,1997-10-08,9999-01-01
18134,Ult,Pesch,M,1986-01-12,70424,Senior Engineer,1992-07-31,9999-01-01
434640,Ult,Picaronny,F,1985-07-17,40000,Engineer,1995-03-26,9999-01-01
220428,Ult,Ranft,F,1987-04-19,40000,Engineer,1996-12-23,9999-01-01
405765,Ult,Schach,M,1986-04-04,88858,Staff,1996-09-19,9999-01-01
13894,Ult,Schonegge,F,1987-11-28,48958,Engineer,1995-11-28,9999-01-01
54474,Ult,Schreiter,M,1987-05-02,40839,Technique Leader,1991-11-25,9999-01-01
83436,Ult,Serdy,M,1987-12-29,53451,Assistant Engineer,1999-09-07,9999-01-01
492190,Uma,Baig,F,1987-05-01,40000,Senior Engineer,1995-10-16,9999-01-01
60152,Uma,Bashian,M,1985-07-06,57339,Senior Staff,1990-07-06,9999-01-01
61627,Uma,Beausoleil,M,1987-07-02,42605,Technique Leader,1996-07-29,9999-01-01
277129,Uma,Besancenot,F,1987-08-29,40000,Senior Staff,1987-08-29,9999-01-01
107684,Uma,Chandrasekhar,F,1988-08-18,86795,Senior Staff,1992-11-05,9999-01-01
286493,Uma,Ciolek,F,1986-11-03,51989,Technique Leader,1988-09-03,9999-01-01
57883,Uma,Danlos,M,1987-10-27,40000,Senior Engineer,1987-10-27,9999-01-01
89699,Uma,Keustermans,M,1985-07-02,40000,Senior Engineer,1999-04-25,9999-01-01
425438,Uma,Kleiser,M,1986-05-06,44960,Senior Engineer,1992-05-05,9999-01-01
34790,Uma,Krohn,M,1985-04-13,40000,Senior Staff,1985-04-13,9999-01-01
465603,Uma,Lorch,F,1988-02-09,81910,Senior Staff,1994-02-08,9999-01-01
80639,Uma,Mahnke,F,1986-07-20,42135,Senior Engineer,1993-07-20,9999-01-01
411896,Uma,Muhlberg,F,1987-05-02,40000,Senior Engineer,1988-02-27,9999-01-01
459937,Uma,Munch,M,1988-03-18,40000,Senior Engineer,1999-06-23,9999-01-01
22381,Uma,Openshaw,F,1988-02-26,77651,Senior Staff,1988-10-07,9999-01-01
419767,Uma,Penz,F,1987-08-26,85844,Staff,1995-05-27,9999-01-01
277928,Uma,Pettey,F,1985-12-26,40000,Senior Engineer,1991-12-26,9999-01-01
36023,Uma,Picaronny,M,1988-01-09,51717,Senior Engineer,1998-07-05,9999-01-01
47906,Uma,Pulkowski,M,1986-11-11,40000,Staff,1998-01-01,9999-01-01
201266,Uma,Rissanen,F,1988-02-14,74676,Senior Staff,1993-02-13,9999-01-01
434833,Uma,Shackell,M,1987-12-18,44303,Senior Staff,1987-12-18,9999-01-01
436016,Uma,Shokrollahi,M,1987-04-10,40000,Senior Engineer,1988-10-05,9999-01-01
56732,Uma,Sudkamp,M,1987-12-24,40000,Senior Staff,1995-12-24,9999-01-01
460749,Uma,Taubenfeld,M,1985-05-30,40000,Senior Staff,1991-03-27,9999-01-01
255318,Uma,Thimonier,M,1985-06-29,80871,Senior Staff,1991-05-13,9999-01-01
439440,Uma,Wossner,F,1985-03-22,42544,Senior Engineer,1993-06-22,9999-01-01
276088,Uma,Zastre,F,1988-01-19,66286,Senior Engineer,1994-01-18,9999-01-01
78419,Unal,Azadmanesh,M,1988-12-14,51815,Senior Engineer,1995-12-15,9999-01-01
75840,Unal,Baar,F,1988-09-15,80223,Senior Staff,1995-09-16,9999-01-01
30136,Unal,Baranowski,M,1986-10-08,40000,Senior Staff,1986-10-08,9999-01-01
211009,Unal,Barriga,F,1985-10-10,70089,Senior Staff,1993-10-10,9999-01-01
47293,Unal,Beidas,M,1988-10-20,40000,Senior Engineer,2002-06-16,9999-01-01
266487,Unal,Boyle,M,1986-07-11,63251,Technique Leader,1986-07-11,9999-01-01
405786,Unal,Cangellaris,F,1987-09-13,68220,Senior Engineer,2000-06-30,9999-01-01
61399,Unal,Chinen,M,1985-03-18,65671,Senior Staff,1990-03-18,9999-01-01
487749,Unal,Comte,M,1986-11-06,59116,Senior Staff,1995-11-06,9999-01-01
440551,Unal,Frolund,M,1987-01-03,40000,Engineer,1996-01-25,9999-01-01
453235,Unal,Harbusch,M,1985-03-30,75813,Staff,1999-10-17,9999-01-01
226095,Unal,Kalsbeek,F,1988-08-22,70075,Senior Staff,1997-08-22,9999-01-01
50182,Unal,Kossowski,F,1988-09-03,40000,Senior Staff,1996-09-03,9999-01-01
210153,Unal,Lanteri,M,1988-07-12,48262,Senior Staff,1997-09-24,9999-01-01
446727,Unal,Merks,M,1988-10-20,49760,Senior Staff,1997-09-15,9999-01-01
275106,Unal,Muhling,M,1986-03-13,40000,Senior Engineer,1998-05-29,9999-01-01
234516,Unal,Peral,F,1985-07-11,64258,Senior Engineer,1992-07-11,9999-01-01
34673,Unal,Pews,F,1985-05-01,40000,Senior Staff,1985-05-01,9999-01-01
230622,Unal,Quittner,F,1985-10-23,40000,Technique Leader,1987-12-19,9999-01-01
410108,Unal,Ratzlaff,M,1988-11-10,40000,Senior Engineer,1988-11-10,9999-01-01
470497,Unal,Reinhard,M,1988-12-15,88732,Senior Staff,1997-12-15,9999-01-01
268985,Unal,Sichman,M,1986-02-17,40000,Senior Engineer,1999-04-07,9999-01-01
444641,Unal,Zallocco,M,1987-06-02,58458,Senior Engineer,2002-05-06,9999-01-01
46352,Unal,Zambonelli,M,1988-11-21,89610,Senior Staff,1988-11-21,9999-01-01
269151,Unal,Zaumen,F,1986-04-29,40000,Senior Engineer,1986-04-29,9999-01-01
16230,Ung,Babu,M,1985-08-08,40000,Senior Staff,1996-02-19,9999-01-01
463360,Ung,Benantar,F,1985-08-24,70446,Senior Staff,1995-08-08,9999-01-01
93436,Ung,Crooks,M,1986-10-08,40779,Senior Staff,1999-04-19,9999-01-01
55180,Ung,Falco,F,1988-03-29,40000,Senior Engineer,1999-10-13,9999-01-01
268393,Ung,Garigliano,M,1985-05-15,54177,Senior Staff,1990-05-15,9999-01-01
108612,Ung,Joslin,M,1986-02-01,40000,Senior Engineer,1992-02-01,9999-01-01
427349,Ung,Lakshmanan,M,1985-08-24,43855,Senior Staff,1997-02-25,9999-01-01
447637,Ung,Liesche,F,1986-05-23,82218,Senior Staff,1996-01-31,9999-01-01
452388,Ung,Maraist,M,1985-08-20,80561,Staff,1998-07-09,9999-01-01
444108,Ung,McClure,M,1985-06-20,49901,Senior Staff,1992-06-20,9999-01-01
226367,Ung,Munro,F,1987-09-05,71742,Senior Staff,1992-09-04,9999-01-01
60991,Ung,Murthy,F,1985-06-29,76196,Senior Staff,1989-01-29,9999-01-01
456405,Ung,Petereit,M,1987-05-14,40000,Senior Engineer,1998-08-11,9999-01-01
204097,Ung,Staudhammer,F,1985-05-20,40000,Engineer,1998-04-21,9999-01-01
51590,Ung,Sudbeck,M,1985-05-25,78223,Staff,1998-11-22,9999-01-01
298036,Ung,Trachtenberg,F,1985-12-20,40000,Technique Leader,1996-09-13,9999-01-01
478088,Ung,Vanwelkenhuysen,F,1986-08-04,68063,Senior Staff,1986-08-04,9999-01-01
295232,Ung,Vidal,F,1985-02-16,54972,Senior Engineer,1988-05-29,9999-01-01
10463,Ung,Zaiane,M,1987-12-25,66480,Staff,1994-02-17,9999-01-01
254236,Ung,Zastre,F,1987-11-16,51843,Senior Engineer,1992-11-15,9999-01-01
479166,Uno,Anger,F,1987-11-24,83321,Senior Engineer,1997-11-14,9999-01-01
50843,Uno,Aumann,F,1987-01-18,42886,Senior Engineer,1996-01-18,9999-01-01
61568,Uno,Birta,M,1988-11-21,40000,Senior Engineer,1996-12-04,9999-01-01
485853,Uno,Chepyzhov,M,1988-03-04,41484,Engineer,1999-07-29,9999-01-01
45979,Uno,Colorni,F,1985-12-26,40000,Senior Engineer,1985-12-26,9999-01-01
50707,Uno,Coney,M,1985-12-09,46266,Senior Engineer,2002-03-20,9999-01-01
283601,Uno,Cunliffe,M,1988-02-25,54075,Senior Engineer,1991-04-19,9999-01-01
20625,Uno,Cusworth,F,1988-05-19,40000,Engineer,1997-10-22,9999-01-01
410456,Uno,Dalton,M,1988-01-11,40000,Senior Staff,1995-01-11,9999-01-01
494339,Uno,Danley,F,1988-01-06,40000,Senior Engineer,1996-01-06,9999-01-01
34961,Uno,Dolinsky,F,1988-02-08,50765,Staff,1999-08-02,9999-01-01
492508,Uno,Eastman,M,1988-10-17,51643,Senior Staff,1993-10-17,9999-01-01
81068,Uno,Ecklund,M,1986-10-23,41658,Senior Engineer,1998-10-22,9999-01-01
277331,Uno,Ghalwash,F,1987-10-21,47627,Engineer,1999-12-11,9999-01-01
27958,Uno,Hasham,F,1985-08-02,40000,Senior Engineer,1990-08-02,9999-01-01
437195,Uno,Hettesheimer,M,1987-06-17,40000,Senior Engineer,1999-05-18,9999-01-01
33727,Uno,Highland,F,1986-03-11,66611,Senior Staff,2001-09-14,9999-01-01
470511,Uno,Kawashima,M,1986-04-02,40000,Senior Engineer,1986-05-03,9999-01-01
34401,Uno,Lanteri,M,1985-08-14,80958,Senior Engineer,1996-09-21,9999-01-01
470550,Uno,Perng,M,1988-01-11,41178,Engineer,1996-12-24,9999-01-01
203268,Uno,Poujol,F,1985-03-31,77285,Senior Staff,1994-05-10,9999-01-01
429128,Uno,Range,F,1987-10-05,70236,Staff,1999-02-24,9999-01-01
46548,Uno,Schlenzig,M,1986-07-25,40000,Senior Engineer,1987-02-10,9999-01-01
280923,Uno,Silva,M,1988-06-03,68881,Senior Staff,1988-06-03,9999-01-01
487149,Uno,Suppi,M,1986-08-11,40000,Senior Staff,1992-08-10,9999-01-01
437103,Uno,Thimonier,M,1986-05-12,47768,Senior Engineer,2001-06-03,9999-01-01
15518,Uno,Valtorta,F,1987-04-19,55563,Senior Engineer,1996-10-02,9999-01-01
417940,Uri,Assaf,F,1987-04-20,67197,Senior Staff,1995-04-20,9999-01-01
12697,Uri,Brizzi,M,1986-07-11,40000,Senior Staff,1994-07-11,9999-01-01
245537,Uri,Broomell,F,1985-02-11,40000,Senior Engineer,1992-02-12,9999-01-01
484794,Uri,Comte,M,1987-02-22,40000,Senior Engineer,1996-02-22,9999-01-01
43184,Uri,Delgrande,M,1987-12-11,50368,Senior Engineer,2000-07-04,9999-01-01
75900,Uri,Deverell,M,1987-03-30,61099,Senior Staff,1993-03-29,9999-01-01
92053,Uri,Gonthier,F,1986-04-04,79053,Engineer,1998-09-22,9999-01-01
235356,Uri,Hempstead,M,1985-09-07,40000,Senior Engineer,1992-09-07,9999-01-01
224085,Uri,Klerer,M,1987-02-08,40000,Senior Engineer,1998-07-30,9999-01-01
408267,Uri,Lieblein,M,1988-05-10,59148,Senior Engineer,1995-05-11,9999-01-01
415403,Uri,Masand,M,1987-04-07,60929,Staff,1996-01-03,9999-01-01
441691,Uri,Oehlmann,M,1987-02-07,41738,Senior Staff,1994-02-07,9999-01-01
493301,Uri,Pardalos,M,1986-02-14,40000,Senior Engineer,1999-04-27,9999-01-01
252194,Uri,Perez,M,1986-10-12,42975,Senior Staff,1993-10-12,9999-01-01
495206,Uri,Puoti,F,1985-07-07,40000,Senior Engineer,2000-03-07,9999-01-01
462767,Uri,Ranai,M,1985-06-20,58271,Staff,1995-08-15,9999-01-01
418632,Uri,Reistad,M,1985-03-31,44607,Senior Staff,1985-03-31,9999-01-01
488674,Uri,Ressouche,M,1988-06-20,52898,Senior Staff,1997-06-20,9999-01-01
459646,Uri,Rouquie,F,1987-06-18,82208,Staff,1998-05-26,9999-01-01
229418,Uri,Sanella,F,1985-05-02,40000,Senior Engineer,1985-05-02,9999-01-01
439719,Uri,Schreiter,F,1986-04-28,52225,Engineer,1995-06-26,9999-01-01
